,AAL.L_price,AAL.L_volume,ABF.L_price,ABF.L_volume,BA.L_price,BA.L_volume,BATS.L_price,BATS.L_volume,BRBY.L_price,BRBY.L_volume,CPG.L_price,CPG.L_volume,CCL.L_price,CCL.L_volume,CNA.L_price,CNA.L_volume,DGE.L_price,DGE.L_volume,EXPN.L_price,EXPN.L_volume,GKN.L_price,GKN.L_volume,GSK.L_price,GSK.L_volume,IAG.L_price,IAG.L_volume,ITV.L_price,ITV.L_volume,LAND.L_price,LAND.L_volume,LLOY.L_price,LLOY.L_volume,EMG.L_price,EMG.L_volume,MKS.L_price,MKS.L_volume,RB.L_price,RB.L_volume,RBS.L_price,RBS.L_volume,RSA.L_price,RSA.L_volume,SMIN.L_price,SMIN.L_volume,RIO.L_price,RIO.L_volume,RR.L_price,RR.L_volume,SHP.L_price,SHP.L_volume,TATE.L_price,TATE.L_volume,TSCO.L_price,TSCO.L_volume,VOD.L_price,VOD.L_volume,WPP.L_price,WPP.L_volume,WTB.L_price,WTB.L_volume
2017-07-18,1133.0,4756357,2913.0,707866,613.0,8398796,5237.0,3688839,1644.0,1424308.0,1596.0,3207616.0,5105.0,422722.0,206.7,12254363,2286.5,2852059,1532.0,5060812.0,327.7,6154013,1600.0,7376176,621.0,14201332.0,175.7,10263945.0,1094.4,2271377,66.9,107035148,153.9,4645202,330.1,7433711,7812.0,976484,250.9,6340363,641.5,2198036,1604.0,1180088,3448.0,4711207,916.0,3484228,4170.5,2948161,673.5,1868215,174.25,20434734,219.55,37650061,1536.0,3691590.0,3905.0,356644
2017-07-19,1133.0,4445826,2944.0,833716,611.0,6821619,5288.0,3535884,1646.0,1032027.0,1608.0,1690508.0,5115.0,251781.0,206.7,13899206,2289.5,2642046,1537.0,3148179.0,331.9,10488542,1610.5,6837898,619.0,9409962.0,176.8,17528622.0,1095.47,1694784,68.08,136715742,154.2,4305092,329.9,4298983,7937.0,1371386,249.8,12073978,646.0,1777869,1607.0,964112,3446.5,3759765,924.0,3303003,4163.0,2807891,675.5,2272888,174.6,18028829,221.95,46869878,1560.0,4871471.0,3902.0,374894
2017-07-20,1100.5,6901073,2959.0,504676,614.0,7939914,5425.0,5380593,1655.0,1325669.0,1627.0,2515307.0,5180.0,437809.0,207.3,14693530,2309.5,3630847,1537.0,2734896.0,332.1,5676011,1625.0,7359688,595.0,15773054.0,178.9,15617205.0,1100.8,1447469,68.69,138097799,154.8,3989795,331.5,10654439,7953.0,1241914,249.2,14319360,647.5,2076224,1608.0,966718,3385.5,5934403,916.5,3093980,4080.5,4021319,679.0,1042286,175.4,19798422,224.9,55421115,1592.0,7958648.0,3926.0,437043
2017-07-21,1091.5,7171973,2943.0,702510,606.5,8690325,5485.0,7525778,1643.0,1147439.0,1610.0,2676223.0,5170.0,454052.0,205.5,15519040,2285.5,3642529,1517.0,3785438.0,326.1,9369121,1615.0,6277120,590.0,14469687.0,177.2,9643378.0,1091.2,1486545,68.11,112162050,154.0,4140395,328.5,5533908,7881.0,1132290,246.6,12218704,643.5,2103193,1568.0,1687282,3353.0,4140231,922.0,4443621,4156.5,3592497,684.5,2230273,175.2,18631920,226.0,107150371,1600.0,5852782.0,3919.0,399188
2017-07-24,1104.5,6502923,2882.0,1098425,601.5,10617644,5413.0,66484464,1652.0,2879048.0,1587.0,6224979.0,5135.0,588639.0,202.0,44369015,2247.5,6395235,1514.0,3535033.0,327.2,9636891,1595.5,12976624,585.5,15954393.0,175.5,13515111.0,1072.0,2399145,67.89,180762669,153.5,3382000,326.1,8040428,7623.0,3099302,245.9,9518830,634.5,3764343,1551.0,1767784,3324.0,5322193,925.0,5230621,4164.5,5097049,670.0,1759712,172.75,36559339,221.5,101928902,1593.0,4913768.0,3882.0,616524
2017-07-25,1171.5,10340410,2921.0,1100634,604.0,5010824,5283.0,12775345,1698.0,3043090.0,1599.0,2986303.0,5170.0,478337.0,202.1,17083802,2249.5,4547994,1522.0,2665887.0,326.7,8844874,1586.0,8184972,585.5,7240552.0,175.9,12864434.0,1067.73,1912624,69.0,139578142,154.8,7619221,321.1,8795148,7533.0,1447865,251.2,9751818,643.5,1719865,1561.0,1219318,3475.0,5458898,925.0,3309918,4239.5,4061870,661.0,2016137,174.0,14522841,220.05,74277765,1561.0,5691127.0,3865.0,694155
2017-07-26,1195.0,10252132,2942.0,485079,602.5,7127588,5323.0,10742018,1719.0,2304963.0,1627.0,4591823.0,5155.0,318744.0,202.1,16017063,2272.5,3737564,1519.0,3661603.0,330.0,14098238,1545.5,13591110,591.5,6239011.0,180.2,32448526.0,1067.73,1421588,69.08,136794469,156.0,3935602,323.2,6497326,7544.0,1495835,252.3,8313273,646.5,5954294,1567.0,905215,3460.0,4850240,921.0,4375440,4309.0,3384729,672.5,1717059,173.8,15440248,219.35,62512515,1549.0,5901094.0,3903.0,299827
2017-07-27,1233.5,16066628,2983.0,629654,609.0,8800920,5322.0,8971130,1729.0,2146181.0,1614.0,3917218.0,5115.0,626362.0,201.9,22880185,2408.5,12167223,1537.0,2503269.0,323.0,18161163,1531.0,13881981,594.0,9198212.0,177.4,32273008.0,1096.53,3400315,67.5,283995738,157.9,3494277,325.1,7075373,7456.0,2092448,251.3,8364135,654.0,8767147,1556.0,1798630,3496.0,4202628,931.5,6395211,4351.0,2276635,680.0,2796975,175.7,16305287,222.75,75508908,1549.0,5399338.0,3904.0,261535
2017-07-28,1232.0,6961219,2962.0,486286,605.0,6644177,4960.0,19707484,1716.0,1429938.0,1604.0,3146027.0,5075.0,373126.0,201.4,16713632,2442.0,10610214,1507.0,3520506.0,322.2,5726646,1518.5,11143611,593.5,13313432.0,173.7,17365419.0,1082.67,2168663,66.5,213330895,155.3,4100355,323.4,3930674,7351.0,1810935,246.8,9250065,651.0,2153688,1536.0,1519922,3504.0,4111371,929.0,5019403,4262.5,2477652,669.5,2301874,173.3,15339436,220.3,47652283,1551.0,5316663.0,3854.0,350362
2017-07-31,1252.5,7815379,2964.0,622787,601.5,7278692,4713.5,11646047,1711.0,1377377.0,1617.0,3370522.0,5120.0,752168.0,198.5,21491602,2448.5,5919425,1507.0,3411113.0,321.5,6335539,1514.5,12411536,578.0,11003870.0,173.0,16696016.0,1089.0699,2477858,65.58,241629022,160.0,7287699,322.2,5424480,7369.0,1504310,248.6,9824269,652.5,2191444,1535.0,1571612,3520.0,5115540,888.0,13064352,4261.0,1475127,672.0,1800879,174.2,16280577,222.0,49688915,1546.0,4192547.0,3848.0,465950
2017-08-01,1236.0,4699165,2978.0,301215,607.0,11948326,4832.0,7208370,1726.0,1439413.0,1618.0,3060758.0,5150.0,870565.0,203.0,25480220,2439.5,3652675,1528.0,2002629.0,322.9,6951518,1516.5,7148490,597.5,11838571.0,171.5,17416912.0,1086.9301,2229423,65.57,139583894,168.6,10613949,324.1,4946606,7386.0,1239287,250.6,8393173,657.0,3745752,1544.0,1421574,3502.0,3645880,979.0,17179043,4256.5,1680225,670.0,2024182,175.95,16935966,221.65,32647607,1551.0,2810770.0,3854.0,474795
2017-08-02,1227.5,5593426,3011.0,638595,590.5,19169190,4854.0,6067910,1732.0,1762198.0,1607.0,2580054.0,5105.0,695679.0,202.2,12639666,2435.5,3643303,1515.0,2250199.0,320.7,6614850,1517.0,5671558,596.5,10791580.0,175.8,20730110.0,1079.47,1638513,65.56,163188958,167.6,6740513,325.2,6803093,7387.0,1140059,250.9,7093765,654.0,6528762,1531.0,874800,3403.0,4947462,943.0,11445323,4200.0,2642510,677.0,1607578,178.2,21625028,220.75,32146777,1548.0,3011049.0,3850.0,345598
2017-08-03,1254.5,6144023,3072.0,906731,589.5,9855162,5004.0,7528431,1768.0,1337196.0,1616.0,3317418.0,5155.0,702074.0,202.4,13361935,2456.5,4379611,1527.0,2733760.0,323.9,5759416,1528.0,6662546,607.5,9064538.0,176.0,13011114.0,1094.4,1798181,66.51,178880725,167.7,5539332,329.2,6564878,7456.0,1232191,256.2,18309912,648.5,4204210,1542.0,1245838,3486.5,5111061,955.0,5786310,4118.0,5236844,681.5,1330079,180.0,27235845,224.0,48104567,1569.0,3143572.0,3866.0,311185
2017-08-04,1270.5,5782949,3109.0,813165,586.5,11202133,5057.0,5691783,1789.0,2578714.0,1631.0,2346278.0,5220.0,314758.0,199.7,15205976,2503.0,4475126,1534.0,1537596.0,324.9,6158906,1534.0,6089217,617.5,10302565.0,175.5,11292101.0,1086.9301,1436048,66.81,161938204,168.0,4089348,330.5,3915109,7507.0,1491395,261.2,31201762,647.0,2122067,1547.0,882435,3546.0,4924592,962.0,4820442,4018.5,4678649,692.5,1550953,180.15,12752152,225.0,55056384,1570.0,2836322.0,3898.0,393044
2017-08-07,1310.0,6506283,3115.0,383582,582.5,8477303,5055.0,2549527,1809.0,2472480.0,1632.0,1746042.0,5240.0,274047.0,196.6,19249355,2522.5,4418145,1522.0,1422522.0,325.1,7221492,1526.5,5025617,621.5,7507181.0,174.7,7185306.0,1089.0699,1141676,66.5,84903112,167.3,3232733,328.4,3231910,7486.0,541166,261.5,12749289,650.5,2357023,1549.0,656249,3637.0,5215647,957.0,3840458,4016.0,2057066,687.5,1318760,179.45,11924925,226.6,55489466,1580.0,2374210.0,3904.0,443974
2017-08-08,1312.0,7029389,3154.0,1022376,575.5,11969275,4990.0,4704669,1789.0,2134961.0,1623.0,2382166.0,5280.0,360910.0,197.1,15543695,2534.0,3129516,1531.0,1111754.0,327.4,4818227,1534.0,5312941,625.0,6413577.0,175.0,8871263.0,1091.2,1206408,67.26,116258680,169.0,3625037,331.7,3787156,7420.0,866433,264.6,9828386,652.5,1557603,1562.0,709593,3625.0,4828996,950.0,3113254,4037.0,1990504,689.0,1729588,179.45,12564607,225.45,37402536,1591.0,2746974.0,3869.0,253978
2017-08-09,1306.0,9937166,3155.0,951121,582.5,11244374,4976.5,5767934,1769.0,1551811.0,1623.0,2439887.0,5265.0,407571.0,197.0,16025697,2533.5,5205568,1532.0,1695096.0,322.0,5095626,1508.5,9705456,614.0,10952823.0,171.5,14005647.0,1090.13,1469230,66.91,169432544,165.5,4129561,332.5,3630212,7399.0,1065088,259.1,10536380,648.5,2369074,1554.0,876691,3599.0,4712248,940.5,3877363,3945.0,2729085,696.0,1463321,180.15,14118820,225.95,55050038,1562.0,5429817.0,3824.0,412112
2017-08-10,1277.5,6277267,3176.0,921023,583.5,11453635,4903.0,2384794,1757.0,1260640.0,1614.0,2402211.0,5245.0,364925.0,199.2,18182465,2473.5,3511010,1519.0,1430893.0,317.7,8883437,1483.5,8513392,611.5,17283012.0,169.2,16354201.0,1078.4,1236688,64.83,143407432,163.4,4059169,328.9,4771589,7311.0,787900,258.2,11102957,646.0,1914823,1549.0,764822,3479.5,3457690,919.0,6459525,3876.5,2875864,686.5,1962619,177.0,17802429,223.05,34598132,1581.0,4843695.0,3814.0,771731
2017-08-11,1238.5,7540230,3155.0,1046311,582.0,7388916,4855.5,3182315,1737.0,1357979.0,1619.0,1959075.0,5235.0,424081.0,198.4,15683708,2474.0,3010386,1517.0,1175085.0,315.8,3636083,1475.0,8472735,603.5,15392789.0,169.4,12716474.0,1070.9301,1676972,64.64,129037319,160.6,5392071,327.1,3566908,7352.0,731150,257.1,14332387,641.0,1821650,1541.0,884366,3370.0,6220172,910.0,3948814,3807.5,2829397,684.5,831165,177.2,15507741,219.5,47323256,1571.0,4349057.0,3829.0,732073
2017-08-14,1256.5,3775390,3155.0,889374,580.5,6689476,4845.5,2888322,1747.0,1008040.0,1633.0,2366142.0,5300.0,327428.0,200.0,11728448,2500.0,3655771,1495.0,2659100.0,316.7,4971614,1480.5,6462470,613.0,7580943.0,169.1,9335355.0,1083.73,1471912,64.86,81838354,162.6,4579735,323.5,6988646,7421.0,787495,259.6,11307939,649.0,1619753,1545.0,678001,3413.0,4317999,903.5,2563537,3793.0,2019276,686.5,855895,176.25,14024418,222.1,38351882,1580.0,1778878.0,3852.0,399527
2017-08-15,1241.5,3973119,3153.0,869362,594.0,9358021,4907.5,2444587,1746.0,1489341.0,1647.0,1376931.0,5375.0,407595.0,201.0,10605714,2536.0,3510066,1516.0,1624597.0,314.6,6343968,1494.5,5088890,631.0,9192346.0,169.9,7317303.0,1088.0,1331075,65.59,79994858,163.3,2818475,322.9,6475797,7395.0,695443,263.1,8476514,651.5,2222590,1553.0,862864,3375.5,3365230,910.0,3570958,3843.5,1964436,689.0,1009985,177.2,17733717,221.9,25398241,1598.0,2521725.0,3856.0,317007
2017-08-16,1286.5,6135544,3175.0,589091,597.5,6671450,4929.0,2485495,1762.0,753156.0,1667.0,2495425.0,5380.0,329741.0,204.6,13848953,2594.0,6751736,1529.0,1306873.0,320.7,6199053,1504.0,6396087,630.5,5215283.0,169.5,8666531.0,1097.6,1598045,65.35,92208792,167.9,7800091,324.8,4312648,7406.0,654963,263.9,10269663,651.5,2235746,1579.0,956678,3456.0,3387626,913.0,3596152,3854.0,1860918,686.5,1324141,180.1,17297662,221.85,34798720,1603.0,3912947.0,3855.0,445009
2017-08-17,1279.0,5845115,3180.0,516765,591.5,4618988,4832.0,2595685,1758.0,1870644.0,1651.0,2567862.0,5355.0,308621.0,204.2,12375577,2585.5,4363059,1534.0,1923531.0,319.1,4127236,1506.0,5962543,624.0,5354973.0,169.4,9929591.0,1091.2,1121646,64.4,109602244,164.1,6324467,319.1,5913225,7354.0,726761,258.1,11029383,649.5,1755174,1562.0,702709,3429.5,2813723,911.5,2058997,3871.0,3170359,684.0,1368566,178.85,18103161,220.05,31329148,1596.0,2004629.0,3839.0,1844646
2017-08-18,1280.0,4932863,3140.0,677429,583.5,7339489,4752.0,3166771,1746.0,836741.0,1630.0,1996719.0,5290.0,556402.0,201.6,14451864,2549.5,4346913,1515.0,1203668.0,315.7,5655202,1490.0,8201957,611.5,9750760.0,166.7,11846776.0,1068.8,1779449,63.91,183023393,164.8,5452720,317.1,3742798,7257.0,1260852,257.5,9915172,652.0,4250963,1549.0,727414,3429.5,4413156,901.0,3283432,3764.5,3336093,675.5,1317914,176.55,33093653,219.05,46698339,1564.0,4757869.0,3793.0,394879
2017-08-21,1295.0,4616797,3144.0,484139,586.0,9005253,4777.0,2684069,1755.0,1171955.0,1630.0,1600818.0,5310.0,291464.0,199.9,13309661,2561.0,2913269,1514.0,1889431.0,315.2,8624349,1479.5,5281678,616.5,5381084.0,166.9,7812057.0,1072.0,1244119,64.57,111460206,165.2,3120455,316.8,3689149,7257.0,696072,255.2,7922927,655.5,2398737,1545.0,664915,3455.5,3376317,902.0,1828643,3613.0,5831758,681.0,1367368,176.95,18851010,219.35,31099495,1561.0,3328323.0,3793.0,540918
2017-08-22,1306.0,5054076,3180.0,412970,595.5,6974580,4773.0,2094958,1787.0,899557.0,1654.0,2864604.0,5365.0,448626.0,200.9,13222856,2580.0,2782757,1524.0,1506357.0,320.0,2299777,1504.0,6794256,614.5,5989350.0,165.7,11454861.0,1080.53,1424120,65.04,153700027,167.0,3768231,319.2,4008660,7332.0,691113,254.0,7162631,663.5,1895780,1577.0,795237,3539.5,4662503,917.0,4245832,3725.0,3778041,687.5,640712,184.2,45875371,221.15,29747386,1594.0,5322452.0,3851.0,391180
2017-08-23,1324.0,3550830,3190.0,537207,592.0,6913225,4728.5,3332074,1771.0,672373.0,1639.0,1978516.0,5345.0,278139.0,200.0,9017844,2578.5,3594170,1522.0,1132478.0,321.9,4456852,1517.0,7589635,612.0,7683129.0,162.6,19951352.0,1072.0,1804538,65.4,114591688,167.6,3193657,322.6,5122481,7353.0,1164713,256.0,9719918,657.5,1913940,1566.0,1068231,3615.0,4568645,917.0,1982858,3741.0,2737311,685.5,934050,187.1,41360653,220.25,20604048,1420.0,25942109.0,3801.0,363112
2017-08-24,1328.0,4333103,3170.0,763473,602.0,9605157,4840.0,3751170,1778.0,949073.0,1643.0,1570413.0,5345.0,312345.0,199.8,9318152,2569.5,3268002,1525.0,1593714.0,320.2,3482873,1523.0,7904479,618.0,6267586.0,161.7,14668546.0,1074.13,1177863,64.73,238366855,168.0,4834783,316.4,7605830,7420.0,1337039,255.9,7846223,661.5,1547735,1560.0,1022310,3645.5,4614453,910.0,2244383,3695.0,2818334,682.5,1443021,187.45,36121537,219.9,39537991,1462.0,12793928.0,3702.0,615368
2017-08-25,1339.5,4588535,3184.0,457899,599.0,9979561,4835.0,2759431,1786.0,1335626.0,1638.0,1158306.0,5320.0,245647.0,197.1,10997538,2568.0,2385764,1520.0,1194119.0,321.0,3017801,1519.5,4955093,616.5,5436339.0,160.9,9879333.0,1054.4,2774930,64.91,70358529,167.8,1952618,312.9,5881269,7381.0,878338,255.8,6489218,666.0,3035848,1565.0,745691,3661.0,4495946,906.5,2580040,3750.0,2127051,678.5,724036,184.2,29622283,219.6,33227016,1437.0,7354082.0,3677.0,332748
2017-08-29,1353.5,6883938,3216.0,1014178,590.0,9231513,4752.5,3012737,1768.0,919636.0,1628.0,2614329.0,5270.0,523674.0,193.5,13534969,2546.5,3698677,1515.0,1857715.0,314.5,5364245,1498.5,8022544,609.5,7387781.0,153.0,36122422.0,1056.53,2018546,63.85,146204453,164.3,4052086,314.5,8213220,7297.0,835630,250.8,8011777,661.0,2290179,1529.0,1043024,3661.5,5551696,897.0,2690263,3731.0,2640900,674.5,1310134,180.85,25390587,216.65,57753062,1421.0,10046926.0,3656.0,594291
2017-08-30,1364.0,6333989,3293.0,1112298,603.0,6294283,4754.0,2530433,1778.0,914255.0,1625.0,3018938.0,5310.0,185228.0,195.5,12414327,2557.5,2998341,1524.0,1456729.0,319.2,4114714,1517.0,7903879,601.0,7807371.0,156.9,48959031.0,1066.13,1287760,63.6,141010533,164.8,1468019,317.5,6695650,7299.0,1218807,248.5,11228400,665.5,2271106,1539.0,774679,3679.0,4182182,909.5,2074763,3746.5,4068357,671.0,1050605,182.4,20497075,218.55,65022372,1414.0,6084084.0,3662.0,394554
2017-08-31,1402.5,7799684,3322.0,1036058,607.5,8577361,4831.0,3260257,1797.0,1045392.0,1652.0,2740606.0,5375.0,611010.0,199.9,16316376,2592.0,4151636,1554.0,1878511.0,318.9,4902942,1533.5,7413173,611.5,6465067.0,158.6,17237107.0,1077.33,3009861,63.82,135726116,167.4,2932732,319.6,9663928,7332.0,1112169,251.9,10934345,666.5,2801575,1545.0,1104549,3746.5,5195838,914.0,2915578,3833.5,2417063,683.5,1648164,180.9,29036330,221.4,46005927,1420.0,5976674.0,3758.0,720551
2017-09-01,1420.0,5111041,3319.0,645389,610.5,6427083,4815.5,2615524,1803.0,1089852.0,1648.0,1534093.0,5360.0,439261.0,199.1,13242694,2589.0,2993219,1550.0,1642888.0,322.8,3840315,1532.5,5971040,617.0,5186193.0,156.7,14426246.0,1062.4,1545729,63.69,95812758,168.8,2508172,320.3,4212552,7375.0,859946,252.8,5410566,662.5,1635397,1558.0,773969,3759.5,3250353,920.0,3103160,3925.5,2255322,680.0,1015088,183.1,19562199,219.5,38277714,1414.0,5733466.0,3758.0,534485
2017-09-04,1417.0,3250046,3300.0,655639,605.0,3849628,4808.5,1050699,1808.0,839836.0,1650.0,1685688.0,5355.0,254010.0,198.0,7214889,2582.5,1782573,1538.0,1601687.0,321.1,4345155,1515.5,3476478,603.5,5617578.0,156.4,7740611.0,1064.53,966203,63.4,62712884,166.1,1924111,320.8,3080021,7290.0,1127755,250.0,5818669,659.0,1016564,1558.0,1025439,3735.5,2332147,911.5,1511451,3899.0,1246442,674.0,1082425,185.35,16627871,217.95,30050503,1417.0,3610966.0,3738.0,316836
2017-09-05,1422.0,4470732,3289.0,804308,610.5,6648434,4776.5,2407529,1784.0,846205.0,1638.0,1757058.0,5165.0,676724.0,196.8,11908372,2577.5,2644556,1525.0,1283379.0,321.8,2953454,1513.5,6678007,595.0,7373923.0,156.2,10772541.0,1062.4,2117318,63.1,105547455,165.7,2685580,324.2,6005893,7092.0,3503928,248.4,7580616,652.5,2153462,1560.0,698847,3695.5,3600904,900.5,2855299,3921.0,2866497,666.5,1981555,184.7,18910895,216.3,40247125,1409.0,3221896.0,3773.0,448110
2017-09-06,1415.5,4101713,3283.0,638320,594.0,8477100,4812.0,3189004,1760.0,1545376.0,1625.0,2612613.0,5105.0,918147.0,196.8,9437534,2565.0,3521944,1520.0,1508754.0,321.2,4925145,1506.0,8723031,589.5,11323062.0,159.4,26388434.0,1073.0699,3243338,63.05,104623681,164.8,3380357,325.0,4517363,7139.0,1523875,244.6,8332556,649.0,2064031,1544.0,773650,3701.0,3638459,892.0,3372046,3956.0,2503522,660.0,1982187,186.0,19746169,215.45,52096137,1403.0,6235546.0,3740.0,353177
2017-09-07,1427.0,3785796,3291.0,776405,595.5,4957411,4903.5,3860062,1763.0,1410033.0,1643.0,1280430.0,5105.0,581861.0,195.6,18321725,2580.0,2978556,1520.0,2283102.0,331.6,9692778,1510.5,6523836,590.5,10650298.0,162.0,24355809.0,1066.13,2434486,63.08,145478705,164.4,2610118,327.2,4513681,7159.0,687256,241.2,16129760,637.5,3407559,1575.0,1315972,3715.5,3038163,884.0,3348983,4011.0,2951191,664.0,1698119,186.45,18901090,215.1,41348425,1396.0,5605874.0,3791.0,335565
2017-09-08,1378.0,5870257,3265.0,1819064,599.5,6921141,4917.0,3943868,1772.0,1734929.0,1640.0,1746964.0,5035.0,962600.0,194.3,16016994,2593.5,2662193,1510.0,3454628.0,329.0,5731285,1494.0,8128334,593.5,6175304.0,160.6,12719272.0,1064.53,1529320,63.77,99328329,165.0,2217149,321.3,5967778,7109.0,991505,244.4,8937177,636.0,2213950,1586.0,769077,3600.5,5096368,892.0,2938801,4037.5,1488431,663.0,1294997,187.75,38136885,213.75,36254163,1393.0,6241095.0,3768.0,976347
2017-09-11,1393.0,4665685,3103.0,2323943,597.5,3737085,4897.5,3128016,1790.0,1370760.0,1646.0,1337361.0,5180.0,1187658.0,194.4,8251830,2586.5,3319317,1521.0,3032337.0,330.3,4473731,1498.0,8779820,607.5,7707632.0,160.6,14376509.0,1073.0699,1731622,63.63,103940299,166.3,1938436,321.0,4117598,7100.0,1023180,243.8,10440797,643.5,1385446,1596.0,2002038,3678.0,3594037,902.0,2568806,4080.0,1899257,662.0,1286235,186.15,17100227,216.2,44290930,1395.0,2736875.0,3776.0,473678
2017-09-12,1393.5,5859574,3142.0,1406034,595.0,6487701,4798.5,4899819,1772.0,1544471.0,1636.0,2188016.0,5140.0,508713.0,193.8,12269688,2580.5,4401184,1521.0,2362603.0,330.1,5750015,1496.5,8055049,598.5,8420674.0,161.1,10336520.0,1067.73,2109218,64.84,136120817,166.7,2989237,322.8,5842658,7033.0,1212694,249.7,11500140,644.0,2164111,1602.0,1049110,3690.5,5844573,900.0,3701482,4074.5,2279146,662.0,2672812,185.05,24085709,214.55,50422945,1385.0,5871035.0,3761.0,968948
2017-09-13,1349.0,6647711,3156.0,1129117,593.0,10779209,4813.0,4095773,1764.0,2993139.0,1634.0,3079000.0,5170.0,525583.0,191.8,16138436,2560.5,6286498,1533.0,2242304.0,327.2,5705540,1491.0,12511667,601.0,7470401.0,158.3,28098574.0,1054.4,2081742,64.98,139312075,166.4,4186584,324.5,8578512,7026.0,1794001,249.6,11788811,643.5,2928924,1610.0,950421,3624.5,4833688,903.0,3546523,4046.5,2941690,659.0,1230268,181.65,31072396,214.9,61941073,1393.0,5583239.0,3715.0,1206059
2017-09-14,1316.5,8154708,3169.0,1505613,596.0,13431385,4692.5,4587643,1750.0,1959612.0,1603.0,4787339.0,5100.0,1124557.0,190.4,72677920,2504.5,6009666,1459.0,6349413.0,337.5,16532837,1480.5,10980741,595.5,7697944.0,156.0,14308533.0,1056.0,2567159,66.4,282109541,164.6,4563323,333.6,18036300,6937.0,1750563,253.3,21606538,632.5,3071911,1598.0,1286869,3500.0,6631158,902.5,5839351,3955.0,3565391,652.5,1607300,183.25,37758309,210.0,167151703,1392.0,5155106.0,3661.0,780532
2017-09-15,1290.5,8689288,3158.0,1245745,596.0,15994115,4741.0,7564775,1741.0,3971739.0,1591.0,5324885.0,4783.0,1462952.0,188.0,35067776,2488.0,7697917,1446.0,5463819.0,338.8,12466903,1454.0,20384845,591.5,8574061.0,158.2,32244676.0,1040.0,4005442,65.32,274177581,163.5,9826855,330.5,9209759,6775.0,3484893,251.7,22079632,620.5,4461246,1564.0,2243829,3452.5,10459197,885.5,7888444,3919.0,4162839,652.5,3004716,181.5,31292696,206.45,109445774,1366.0,8748982.0,3643.0,1182947
2017-09-18,1296.5,3393088,3190.0,798395,619.5,20459803,4704.0,2881055,1758.0,1409189.0,1620.0,3841212.0,4838.0,836016.0,187.3,12930783,2507.5,4022539,1458.0,3242065.0,347.6,21658191,1457.0,5937008,591.0,5565350.0,157.6,10326295.0,1035.73,1346876,65.3,129148893,163.5,4775413,328.6,3580057,6829.0,1195474,252.9,14544472,630.5,2884362,1594.0,1899421,3500.0,3693060,889.5,2577508,3859.5,2712599,651.0,1062634,183.85,14263166,209.05,88340250,1357.0,7982181.0,3664.0,423190
2017-09-19,1291.5,3720595,3199.0,621278,622.5,8087181,4648.5,4430380,1778.0,1702467.0,1611.0,3368112.0,4760.0,1026798.0,190.3,17649903,2496.0,7171147,1478.0,4563351.0,347.8,8798330,1452.0,11993118,606.5,7596937.0,157.8,17391733.0,1037.33,1225553,66.0,161681506,163.0,6578940,340.0,9953253,6800.0,2107335,255.5,13835821,631.0,2643421,1603.0,1266734,3518.0,3644710,896.5,5200505,3831.5,2142768,646.5,1541113,185.75,22073137,210.35,62421371,1348.0,6343408.0,3624.0,515884
2017-09-20,1294.0,3646401,3223.0,520130,623.0,10859024,4606.0,2416451,1758.0,2183732.0,1612.0,3227138.0,4734.0,632239.0,189.0,14278923,2426.5,7668024,1482.0,2388373.0,345.0,15316033,1454.0,8171525,596.5,5237908.0,162.2,28111401.0,1030.9301,1784277,65.71,151531185,164.6,7088254,348.0,18620720,6788.0,1062314,256.3,9515232,624.0,1230419,1599.0,917080,3507.0,3327568,900.5,2154987,3804.5,2184678,644.5,1456096,186.5,25649583,210.1,52726035,1382.0,12227983.0,3690.0,462188
2017-09-21,1331.5,11918520,3212.0,1257233,629.0,8823513,4565.0,4045975,1761.0,940080.0,1571.0,5472323.0,4751.0,625775.0,187.3,12114380,2420.5,4004625,1481.0,1983776.0,343.5,15089992,1468.0,7110474,586.0,9321436.0,166.9,24340911.0,1025.0699,1646334,67.45,168702589,165.9,3440795,343.5,6858218,6704.0,1165186,260.5,16353837,619.0,2231425,1613.0,1333376,3465.5,6210981,886.0,4135055,3802.5,2248931,630.5,3840718,183.4,22291963,208.1,47386109,1387.0,3933194.0,3642.0,262609
2017-09-22,1333.0,9085415,3223.0,600102,632.0,12354911,4611.0,3000541,1779.0,1344375.0,1588.0,3284045.0,4751.0,439610.0,188.1,13452453,2436.5,2838622,1496.0,2659820.0,347.6,5394548,1474.0,6466859,588.0,6102018.0,166.3,25717640.0,1026.67,1981511,66.91,113526781,166.6,5122319,345.1,6229683,6807.0,1624512,262.3,10769559,634.5,3653415,1517.0,4549084,3500.0,4007740,892.0,2389775,3824.5,1793329,632.0,1676206,183.85,11228684,208.25,56059400,1414.0,7260276.0,3700.0,430164
2017-09-25,1288.5,6533005,3206.0,921764,635.5,6965988,4585.0,3039916,1782.0,867008.0,1587.0,2056695.0,4738.0,650250.0,189.3,16711094,2436.5,2605959,1485.0,2165605.0,347.2,4309605,1480.0,5978094,587.0,8957098.0,168.7,18469029.0,1041.0699,2221474,65.87,106611008,165.7,2622903,347.3,7003452,6827.0,1077990,261.4,11215623,619.0,4418460,1530.0,1896819,3436.0,3350316,883.5,2806820,3832.0,1757884,626.5,2597588,182.95,24249911,209.15,52694492,1423.0,3762183.0,3724.0,255074
